Trigram,polish,czech
"ny,1,2
isi,528,5
rčn,1,3
 eu,123,7
tmę,4,1
)te,2,1
oně,1,79
; w,7,1
ašu,1,6
éte,1,2
eři,1,91
hic,35,6
izv,1,4
"žo,1,2
pót,3,1
uňá,1,2
ž n,1,303
śni,1611,1
nks,4,1
a v,5,955
law,13,1
črt,1,2
vič,1,65
běš,1,2
knę,72,1
áčk,1,14
z 1,13,1
"sm,11,20
ysb,2,1
ás ,4,510
wbo,5,1
ńsz,39,1
tón,2,4
eni,5012,333
fką,2,1
 uł,19,1
lzh,3,1
'ik,2,1
''r,2,1
máč,1,9
ie-,3,2
más,4,17
ápi,1,10
růš,1,5
agř,1,2
 čm,1,2
bza,2,1
ć a,150,1
wo ,767,1
„sz,3,1
zże,5,1
rnó,2,1
miú,1,2
ręt,46,1
0 y,2,1
zac,1353,91
ę z,2756,1
dtý,2,1
ijn,21,1
' i,2,1
bít,1,58
uję,1115,1
ynf,3,1
jin,5,280
baz,14,15
ahw,2,1
á s,2,543
něc,1,458
í g,1,5
ipu,9,12
aża,555,1
u w,600,4
tyh,1,71
jml,1,9
pag,17,7
wro,196,1
ytc,3,3
łba,6,1
rg ,9,1
enr,4,3
sój,1,3
eź ,72,1
siz,3,1
zeb,1188,5
kův,1,3
zzi,2,1
elz,2,11
 ôd,2,1
žda,1,6
akę,5,1
ůbe,1,176
bač,1,4
"ta,353,214
 eb,3,2
żyl,40,1
dhi,3,3
pln,3,231
ors,189,15
mov,1,1070
"kř,1,6
e b,2557,1083
ěke,1,19
łém,2,1
boh,34,180
mlu,2,936
ýrů,1,2
óty,8,1
věť,1,4
k-i,2,1
e k,1312,720
éro,1,6
řad,1,30
atu,364,188
ndš,1,2
vír,1,74
ě č,1,43
iot,351,21
ooh,1,2
ěrm,1,2
ť a,1,5
hut,4,52
żku,61,1
isy,42,31
užu,1,4
iby,107,15
oic,373,1
10%,4,1
ńcą,5,1
zýv,1,14
mos,117,66
eł ,36,1
uło,25,1
wun,15,1
hła,44,1
y ż,138,1
ł d,2,1
ysw,5,1
""p,454,216
ebo,169,666
tfe,57,1
elk,542,440
usł,196,1
"dw,23,1
„za,8,1
r w,73,2
ojm,6,11
et',2,1
ěte,1,137
ryń,3,1
ódě,1,5
idż,3,1
ž s,1,359
té ,1,258
pčí,1,3
 19,115,28
a"w,2,1
 rą,16,1
 or,150,26
tee,1,2
żuc,4,1
 „k,4,3
łst,2,1
0-d,2,1
 bá,1,93
šně,1,28
622,2,1
"ki,480,1
r n,84,51
rmc,2,1
rfe,17,7
”"",8,1
acz,3263,1
 ks,2,1
jád,1,20
déč,1,3
 ja,4601,1686
tęd,12,1
é v,1,315
ýmu,1,26
tax,1,25
tui,1,2
y m,2057,589
oži,1,178
mui,12,8
rův,1,11
eny,98,129
:35,2,1
tmá,1,2
lco,3,1
am ,5557,651
toś,460,1
ęże,40,1
 mí,1,489
rsp,9,1
lha,2,128
ust,554,456
(od,2,1
g c,10,1
wón,2,1
a ź,9,1
"śc,14,1
te ,710,2239
dše,1,10
df ,1,2
jsl,1,3
edý,1,5
ś u,2,1
aři,1,112
zół,5,1
 „d,17,2
oś ,1246,1
 js,1,7871
ažr,1,3
iwę,2,1
ýji,1,11
ęg ,4,1
dkl,2,12
kyp,6,5
ndz,39,1
nác,1,132
jce,67,37
żę ,94,1
w 7,3,1
učn,1,51
ů n,1,24
vřu,1,8
afl,2,1
rdi,6,46
czo,1674,1
rmi,177,22
 mi,6636,2370
z ś,41,1
ryk,273,1
zeu,47,17
fen,3,3
 „g,3,1
o 0,3,1
żma,2,1
huś,3,1
ge',6,1
ubj,1,2
roj,170,142
šný,1,33
ha",1,2
ivs,1,2
oby,380,102
noa,2,1
min,788,281
lýc,1,16
vas,1,3
gby,13,3
wip,2,1
výh,1,34
ilo,148,438
zby,514,61
coj,2,1
u r,143,151
 5 ,30,4
ap ,23,6
říc,1,288
łgo,2,1
ů s,1,27
 „ś,3,1
 tm,1,51
 dš,1,2
jni,153,12
z -,8,1
áko,1,47
výk,1,14
ne ,1835,466
rkn,8,6
kož,1,22
hdy,1,22
uch,1012,413
ydc,2,1
 60,12,5
lvy,1,16
dez,36,27
t-d,4,1
"lv,1,2
"pů,1,24
řán,1,20
moo,7,1
„sp,2,1
vlh,1,3
uwi,303,1
“"c,1,2
éči,1,10
azí,1,51
wnó,2,1
az ,1134,35
ímě,1,8
at:,2,1
"lé,1,12
ppo,5,1
ayi,2,2
zęg,2,1
"ků,1,7
ště,1,999
yog,5,1
auk,189,2
ian,621,16
ć /,2,1
yco,39,2
aźm,2,1
jou,1,15
rdý,1,18
ieź,34,1
ąda,915,1
ťat,1,6
řež,1,53
egů,1,3
mav,1,82
luč,1,15
só ,3,1
wzm,11,1
u ř,1,59
tyř,1,92
mym,104,1
den,713,831
ur ,39,6
pes,20,204
éni,2,14
n c,314,44
osy,237,3
wsk,125,1
sak,70,21
tył,52,1
nyl,14,1
byr,2,2
exi,2,98
d h,17,44
dvě,1,149
 vá,1,996
żas,65,1
moż,2582,1
ktr,59,22
dlm,2,1
eřv,1,6
ť b,1,3
fac,80,28
”"z,2,1
epl,32,117
ink,105,97
pič,1,15
áct,1,104
ilż,3,1
ceč,1,2
żaj,145,1
„ja,9,2
„př,1,4
ńbą,2,1
źne,21,1
inh,3,1
nsę,37,1
psn,2,1
aks,138,3
rtá,1,9
"am,14,3
elc,30,8
lep,932,351
fta,3,3
íck,1,7
ůln,1,10
zaz,138,31
ą ł,22,1
ket,24,33
é k,1,164
-ow,2,1
ało,1552,1
mpo,56,18
roń,49,1
 zż,4,1
vda,1,151
pál,1,54
řkn,1,2
szo,362,1
tse,2,1
jař,1,11
vzí,1,62
ímk,1,8
rad,835,644
abš,1,9
íť ,1,2
tři,1,414
áme,1,442
ibs,3,2
uty,192,16
suc,41,14
„zd,2,1
aça,1,2
rť ,1,2
"st,161,130
 cz,5302,1
u 3,4,1
 xy,3,2
oag,2,1
’eg,2,1
eub,3,20
ěce,1,11
nfl,17,7
az",2,1
mky,1,25
sťm,1,2
uvu,1,17
·św,2,1
)"z,2,1
​za,2,1
ngu,29,50
óźn,567,1
io-,2,1
56 ,3,1
pęk,23,1
azó,37,1
ę r,424,1
cyc,141,1
wmi,2,1
ę s,4,1
mez,2,107
 tu,1314,811
sat,32,64
ažd,1,451
zsk,4,196
rym,316,1
řáb,1,2
v"",2,1
ićc,2,1
děl,1,3606
ně:,1,3
řen,1,209
ahn,1,12
zks,3,1
ćwr,2,1
če:,1,2
„ta,14,3
iez,346,1
4 c,2,1
sou,2,1243
ińc,24,1
ávy,1,76
vaa,1,2
lee,3,1
hiv,2,1
ażż,2,1
rkę,76,1
í b,1,257
hys,1,57
źbi,5,1
zwę,14,1
aso,247,120
v 9,1,2
lem,827,253
kut,130,138
a ž,1,122
rfé,1,4
nós,79,1
iwe,427,1
h k,216,46
apa,510,117
iwk,104,1
n i,92,4
uji,25,654
ę 2,12,1
ne',6,1
íni,1,19
vih,1,9
zeď,1,12
omą,2,1
e (,7,1
kit,20,1
eim,4,1
afn,3,1
uis,5,1
e p,6000,2448
 re,525,159
"„o,3,2
ike,57,15
jba,87,4
ef ,29,3
s r,20,105
wną,143,1
a ż,218,1
teu,3,1
yyt,2,1
jác,1,11
sbí,1,19
“př,1,2
k's,6,1
dui,3,1
rho,1,4
žáh,1,2
z a,169,31
ždy,1,297
lší,1,131
¡au,1,2
łać,89,1
ee ,9,1
gr ,1,6
ółk,111,1
syb,4,1
"fr,9,12
"pá,1,4
"fo,2,5
páč,1,5
ą/p,2,1
ołu,282,1
hnę,58,1
otł,16,1
(sa,2,1
apą,5,1
o j,3101,2093
gąs,4,1
evs,1,14
ó v,1,2
úzs,2,1
vůč,1,10
tgr,1,2
ce ,1398,1217
neč,1,186
ť u,1,9
č m,1,65
aňu,1,4
pc ,2,1
ń j,50,1
hec,3,1
rax,1,7
aip,3,1
rpa,29,19
hůr,1,28
émy,1,69
ołg,6,1
daa,2,1
hro,103,182
)m ,2,1
š m,1,259
ioż,2,1
křá,1,2
mná,1,36
e q,2,1
ozś,12,1
ják,1,20
ýhř,1,2
bůh,1,28
bva,1,2
daj,1005,85
onů,1,14
kir,8,2
wcą,30,1
a"r,2,1
řád,1,254
"ży,59,1
ij ,373,26
béz,1,4
188,3,1
ůro,1,5
fne,2,1
 „l,4,1
íčk,1,64
ání,1,479
emn,463,44
blů,1,3
ęży,134,1
łuk,40,1
żmi,3,1
"iw,2,1
cná,1,29
mté,1,2
ivy,2,8
kvr,1,3
 sj,1,5
ę m,819,1
zst,30,12
a w,2973,5
ilę,117,1
otó,102,2
oen,3,1
 ik,4,1
c ",3,1
ażc,6,1
2-l,2,1
'r',2,1
ewe,83,1
ged,13,1
ědi,1,32
 uh,1,32
“st,1,2
eza,139,267
vra,2,158
plí,1,9
švo,1,2
ękó,2,1
 uj,54,22
ádí,1,28
řem,1,155
ikt,413,6
ajj,2,1
sek,156,64
"/',2,1
usl,2,53
azj,113,1
těn,1,73
949,2,2
ott,11,3
rah,6,86
beň,1,2
očm,1,2
dzi,18769,30
ęcw,3,1
​​c,5,1
"hv,1,5
vum,1,2
í ř,1,47
ž u,1,44
yše,1,241
amů,1,4
rri,6,1
z h,37,17
uby,34,83
aal,4,2
dżu,23,1
ť p,1,11
důr,1,5
syw,53,1
swa,5,1
”mi,2,1
aś ,306,1
ntn,86,39
ůl ,1,69
dmn,1,7
(śl,2,1
led,125,731
lły,2,1
żno,54,1
iló,4,1
sro,8,13
ruh,1,162
éře,1,6
 ok,2,1
lwe,10,1
 ew,25,1
zmo,88,10
hli,16,124
olí,1,198
toń,5,1
siw,13,1
dál,1,211
kpi,2,1
ia;,3,1
ačl,1,4
ezó,1,4
kri,1,36
pyž,1,11
o p,5103,1790
íly,1,7
suo,2,1
oyo,7,1
agá,1,2
lzy,1,7
yti,1,29
not,71,41
u k,251,317
éle,1,26
řte,1,15
ż j,297,1
w h,84,1
pe',3,1
vše,1,750
– o,4,1
stv,1,219
"ug,7,1
7-1,2,1
 śc,2,1
hyp,1,10
vzr,1,14
nzy,20,1
-3 ,3,1
”w ,2,1
i l,322,293
jďt,1,6
jud,13,7
ufo,13,7
dás,1,6
učo,1,25
źca,4,1
ajt,24,5
ż i,73,1
"ic,7,1
zůs,1,299
žmu,1,2
żle,4,1
% m,2,1
mým,1,52
očc,1,6
lbu,11,18
już,1370,1
aoz,2,1
aar,4,1
ksi,1146,6
dzn,5,1
é g,1,6
ičk,1,138
dłe,456,1
é u,1,66
óst,183,1
h a,37,34
ějk,1,3
akl,22,37
azů,1,9
ś o,196,1
puš,1,29
40 ,19,4
wij,34,1
44 ,2,1
ynó,37,1
act,23,2
je-,1,4
é"",1,3
uvc,1,2
lwó,3,1
heł,4,1
íca,1,2
ouv,1,67
ęba,15,1
zkr,1,20
"wl,3,1
nši,1,3
hlí,1,59
"tą,3,1
yjś,329,1
 'l,3,1
ku“,1,2
ułu,11,1
blú,1,2
ývn,1,2
ocj,77,1
zen,1913,305
prd,1,21
ctu,3,4
ody,630,114
alh,2,24
jic,1,114
ývá,1,71
ává,1,354
pit,175,242
zdě,1,218
 sá,1,237
 ti,20,793
”wy,2,1
nił,757,1
ncú,2,1
áví,1,30
ósa,1,3
káh,1,2
cob,1,2
łta,14,1
eše,1,228
rdé,1,5
ane,811,352
obů,1,2
żet,10,1
cać,72,1
d č,1,33
żon,408,1
vak,1,43
 vč,1,195
cma,1,2
nę",2,1
il',3,1
ię:,2,1
ekś,3,1
swi,2,1
"sů,1,2
órk,253,1
lid,38,628
e]",2,1
eb',2,1
# j,2,1
meš,1,32
cúz,2,1
ádn,1,400
euc,21,5
uho,1,281
prů,1,64
očt,1,6
ahř,1,4
dyť,1,10
z ć,2,1
zbą,14,1
zeg,2055,1
čnu,1,4
zzw,2,1
da;,1,2
med,52,42
ż 6,2,1
ry",5,2
fou,1,31
ap-,1,2
ékl,1,20
ołe,111,1
“"t,1,5
ýtr,1,2
efs,2,1
 bý,1,620
ual,92,12
krá,1,564
mud,3,1
uzl,1,12
ývo,1,9
d o,128,65
wom,28,1
ijd,1,181
ét ,1,3
uść,31,1
2 c,4,1
m-o,2,1
;al,2,1
eś ,2,1
ůle,1,113
géd,1,3
ecj,106,1
ň d,1,8
- z,11,1
vit,3,561
hyd,12,2
ożó,3,1
 kó,7,4
h' ,2,1
ýre,1,3
 om,31,94
żys,39,1
ąko,12,1
ómn,2,1
ngs,4,1
boo,22,16
"ox,2,1
 '_,2,1
ool,8,2
tao,2,2
těz,1,50
 čo,1,34
wi-,3,2
unó,2,1
ošt,1,43
shá,1,10
"it,2,2
łóź,2,1
rýl,1,66
uma,344,27
t m,876,272
- „,5,3
ísy,1,2
imą,31,1
lax,1,7
ývc,1,2
"n",1,2
emm,2,1
iga,36,24
prz,10479,1
ves,1,114
) v,1,3
i/p,2,1
gja,2,1
sm ,6,27
chh,1,2
mac,484,34
dow,1154,4
zík,1,2
jsz,648,1
u u,150,184
sfo,14,10
oar,4,1
nsm,2,1
užá,1,7
ibý,1,2
uż ,1349,1
ěrk,1,6
dyň,1,2
erů,1,2
uhr,1,5
vá ,1,437
abu,16,21
óta,1,2
 aq,2,1
 ší,1,16
ť l,1,2
ze:,6,2
arz,1645,1
eką,26,1
iť ,1,2
aiq,2,1
hrs,1,4
„ni,24,2
syd,7,4
šíh,1,34
 md,8,2
mén,1,182
7 u,3,1
użp,2,1
6 l,11,1
 vo,4,388
uže,1,85
žák,1,20
ytl,1,12
táč,1,17
hy",2,1
śli,1589,1
leš,1,23
977,4,2
ile,623,86
iza,65,17
lną,57,1
ězí,1,22
121,2,1
rld,4,1
n/a,1,2
žun,1,5
byč,1,13
ź ś,3,1
- c,16,3
ę y,3,1
lża,4,1
ba“,1,2
čsk,1,15
ý n,1,2
čiň,1,9
ízn,1,22
"ró,29,1
hew,24,1
dyg,2,1
zpe,2,147
 „o,5,2
sku,915,296
dgł,12,1
ň 5,1,2
ę k,673,1
 čt,1,170
acr,2,2
ć d,1101,1
; č,1,2
aiw,23,1
půj,1,237
rża,18,1
(am,2,1
śbę,7,1
nán,1,77
býv,1,237
ý ž,1,31
 bm,3,1
č p,1,31
lęk,13,1
aną,130,1
myt,6,10
łyń,3,1
yrw,12,1
zer,712,64
ykl,236,203
l v,1,747
ivá,1,50
ągn,173,1
eag,13,11
r"w,2,1
ktě,1,2
zęd,200,1
eln,160,156
("",2,1
hub,4,41
bko,361,4
uus,3,1
nką,62,1
yst,2309,329
edm,55,88
ezo,37,23
ehy,1,4
czó,58,1
vžd,1,291
d k,187,70
fku,1,2
niw,131,1
"sb,1,4
eżk,24,1
ą d,596,1
 dr,2,1
zcó,2,1
użs,48,1
kęn,2,1
 lž,1,66
roc,668,301
ruń,2,1
a -,23,3
ron,622,81
k d,577,252
éce,1,3
"th,4,1
 (l,1,2
gif,2,1
ň p,1,7
lon,546,123
rpl,78,1
áby,1,27
ndí,1,2
sáv,1,3
zyc,1127,15
umr,91,6
252,2,1
"„i,2,2
dik,1,6
evm,1,3
lva,4,8
výc,1,156
jnu,3,32
ěln,1,10
ěmž,1,3
yzn,362,11
wa ,1353,3
ide,153,147
gya,2,1
my”,2,1
ožs,1,9
omk,40,4
ýlk,1,3
ępr,2,1
"cy,3,1
i 5,5,1
„št,1,2
 śr,253,1
síl,1,38
bną,12,1
á y,1,2
chr,177,126
šid,1,9
emý,1,80
átý,1,4
chą,10,1
ťáv,1,3
á ž,1,82
łęb,91,1
jzr,1,2
cóż,52,1
net,189,162
gul,40,4
i b,750,648
ucz,1959,1
ę t,1680,1
mva,1,8
 tz,5,1
rzt,5,1
ira,52,19
1 -,2,1
na ,12439,4687
abl,68,125
"ky,4,1
řeč,1,128
imu,11,36
eum,72,140
brę,4,1
ęli,156,1
kot,448,32
aćp,4,1
gpo,4,1
jíd,1,171
ěhů,1,4
"vú,1,2
m/p,2,1
epy,25,9
do-,2,1
'as,1,2
931,1,2
rę/,2,1
opę,30,1
ytó,6,1
řác,1,4
ż w,266,1
hne,11,163
óz ,7,1
=on,3,1
enš,1,41
lb ,1,3
ň o,1,6
deń,3,1
mug,3,1
efa,23,2
y p,2765,524
 es,91,49
azš,1,5
mpf,2,1
fry,78,6
růc,1,2
ido,160,14
rui,13,4
jmů,1,2
cpa,1,11
seb,65,226
l g,24,6
und,64,33
žič,1,5
 vn,1,28
du1,1,2
 no,1,2
štá,1,9
ozu,623,245
aes,3,3
rao,7,4
oni,2356,168
ejp,2,13
włę,2,1
tyr,2,2
" a,3,4
-dn,2,1
ćmy,16,1
ělí,1,76
o š,1,232
koj,540,265
hmi,144,1
o"",9,6
ýmě,1,2
ěts,1,32
ůň ,1,20
ie|,2,1
n j,801,190
duj,206,123
“ j,1,4
14:,7,2
ď o,1,24
ie:,10,1
"¨t,1,2
958,2,1
ívc,1,6
kzé,1,3
azi,242,132
 π²,2,1
vlá,1,184
jow,94,1
jó ,2,2
avš,1,152
; b,3,1
y ",14,5
ůst,1,320
nkl,4,5
m'e,12,1
197,21,3
ku:,3,1
-je,3,1
sz),2,1
lo-,1,2
tol,302,259
ědý,1,5
rtą,26,1
ark,535,107
le“,1,2
alč,1,2
čbu,1,2
urż,2,1
obt,1,55
édl,1,29
žon,1,5
ézu,1,3
ezí,1,13
tce,188,108
ěve,1,9
íká,1,252
uné,1,4
j 5,3,1
zuk,384,3
omw,2,1
6 t,2,1
ě 0,1,2
"rz,39,1
rło,14,1
saż,43,1
; j,6,4
atm,27,9
 ia,3,1
k –,2,1
 gd,853,1
wyć,5,1
áhá,1,53
hku,1,7
ájo,1,2
esn,98,283
wys,1136,1
łż ,5,1
689,2,3
á b,1,125
yko,442,58
sab,3,2
spy,85,1
sín,1,6
wpr,76,1
p o,6,2
muk,9,4
iwo,298,1
kls,1,2
-11,2,1
ngw,22,1
dłu,803,1
ojc,671,1
skr,306,42
úko,1,61
reu,4,1
égo,3,1
 hy,16,17
ak”,5,1
 šá,1,30
ajw,218,1
"gi,4,1
x j,8,2
 gu,69,5
sms,5,2
ůšv,1,5
aba,157,26
ktů,1,4
h v,1,147
ń m,45,1
obo,548,193
uży,678,1
ckn,2,1
jla,5,2
eob,55,63
ki;,3,1
buď,1,111
ázr,1,11
zčí,1,12
aťt,1,7
pjo,2,1
dký,1,9
sfá,1,2
b ž,1,3
en“,1,2
čba,1,3
dem,400,328
esj,44,2
""š,1,15
rnu,23,24
iju,1,45
uši,1,120
zyń,26,1
'eg,20,1
6 d,2,1
j š,1,20
ojr,108,3
fór,1,2
a ú,1,42
ělý,1,47
érá,1,2
nn ,26,4
”"k,2,2
upě,1,11
ws ,7,3
dal,668,903
 mk,3,1
říž,1,47
” t,9,1
žán,1,4
"uz,9,7
áči,1,7
iół,314,1
ółu,3,1
app,11,2
ódo,1,2
ór",2,1
waw,29,1
to”,2,1
g f,2,1
obý,1,22
áňk,1,3
nar,475,190
ole,1061,786
ý h,1,73
dl ,9,274
‎sa,1,2
ogy,1,13
aos,33,8
způ,1,102
s d,84,107
ble,520,119
uńc,4,1
roe,2,3
 sr,23,86
trů,1,17
uże,188,1
4 k,2,2
abb,3,2
tfo,3,1
 łz,31,1
ufe,10,12
y; ,10,4
íla,1,19
bea,4,4
rēs,1,2
tci,1,22
rhů,1,2
afó,2,1
výl,1,19
"„a,4,1
trv,1,127
dry,60,1
ků ,1,44
y“ ,1,2
 mo,3,1
"zí,1,24
zi",3,1
"ya,4,1
iuk,15,1
odź,176,1
mlz,1,3
"sę,5,1
ożr,2,1
amb,64,55
łyj,2,1
dgy,2,1
nef,1,33
tój,13,1
měř,1,50
 rt,4,7
‚ka,1,2
dfl,1,2
syć,60,1
awó,20,1
ętą,9,1
či ,1,75
bdi,1,23
nha,6,1
emj,1,2
"še,1,30
šlý,1,2
reę,2,1
ova,2,2063
xuá,1,14
oša,1,3
ózł,17,1
adę,228,1
jmn,104,1
íli,1,273
ýny,1,3
ký ,1,2
 bó,148,1
ątn,10,1
ě‘ ,1,2
áté,1,27
gym,1,3
ff ,3,2
 w ,4,1
22:,5,1
 vě,1,1141
sná,1,161
spí,1,195
zšl,1,3
olś,4,1
cij,21,1
vlí,1,4
elt,6,4
íšk,1,4
 2:,17,22
zod,38,44
nąl,2,1
sťá,1,2
šum,1,3
użą,60,1
k o,247,110
zuc,471,1
asy,167,90
fal,28,39
lmu,19,16
„a ,3,1
haž,1,2
úzr,1,2
ylw,4,1
"lą,2,1
żuj,21,1
łcz,55,1
éra,1,7
hca,1,4
eźb,9,1
epř,1,316
cné,1,14
omě,1,158
bc ,3,2
„ks,2,1
map,57,25
ž 9,1,2
"we,75,1
ień,677,1
niz,85,20
ajb,145,1
şit,2,1
rys,200,16
m č,1,184
áji,1,5
ł h,18,1
kac,384,29
dł ,760,1
loo,6,2
yon,3,1
emt,4,1
uśp,2,1
sij,3,2
meo,3,1
gyn,1,4
yzm,21,1
ł k,356,1
doč,1,24
huj,5,67
adž,1,2
těř,1,2
gsh,2,1
r ź,2,1
usz,1509,2
íši,1,19
va ,5,348
aim,8,1
mum,7,6
ową,295,1
ážc,1,2
rýt,1,6
nul,7,336
jży,3,1
wy:,2,1
 vh,1,10
a o,1325,437
żyć,330,1
ozň,1,2
jzl,1,2
 $2,2,1
ć -,18,1
" o,5,2
děr,1,7
elm,23,475
acą,45,1
pyw,3,1
tči,1,3
vít,1,244
ś k,195,1
21-,2,1
mib,1,3
štu,1,8
ń ć,2,1
oić,20,1
ówl,2,1
m i,733,46
lor,166,6
zwl,3,1
nuś,2,1
 ve,2,2112
1% ,2,1
"zv,1,26
tež,1,2
ešo,1,3
ekč,1,2
maw,671,1
vík,1,43
šen,1,229
wąt,126,1
zém,1,3
"xu,2,1
)"p,2,1
wol,1170,1
ksw,2,1
h r,178,56
dzą,405,1
ńst,459,1
ebc,5,1
iem,4254,8
örč,1,2
bům,1,2
 iz,14,8
eh ,1,3
rké,1,12
83 ,5,1
aúč,1,2
yso,236,64
ażą,33,1
god,1260,1
upą,6,1
 ao,3,1
" z,3,2
y u,474,154
fei,3,4
ty ,1176,541
vrs,1,5
aša,1,2
wlę,13,1
"hl,1,35
kty,202,9
 gł,971,1
 ob,1558,939
ýšl,1,79
m m,2089,1399
těv,1,49
int,533,39
soż,7,1
zgł,39,1
ň t,1,26
ijá,1,5
émi,1,2
 dl,1337,310
rté,1,3
itm,1,2
yhy,1,5
óży,60,1
ser,375,20
łu;,2,1
wdą,59,1
í š,1,89
ówc,53,1
jeń,4,1
-"",4,1
ono,497,69
ążp,2,1
/a ,2,1
ałé,2,1
zou,1,23
kré,1,19
dšk,1,5
xií,1,5
mií,1,2
ieu,87,1
ów ,1235,1
iwd,7,1
n 0,1,2
liś,1646,1
rox,2,1
męt,3,1
aop,33,3
ż y,2,1
źki,2,1
ůj ,1,929
věž,1,11
měť,1,24
– r,5,1
r „,2,1
nčí,1,53
 lu,1930,18
 óm,2,1
deu,1,3
ojs,34,2
hlo,3,157
 ří,1,741
ymř,1,3
hłe,4,1
ie ,2,1
avř,1,112
ler,122,29
 nr,2,1
yšl,1,52
omh,1,20
ýdi,1,2
kby,122,1
hog,2,1
ż; ,3,1
ykw,7,1
789,3,2
z; ,2,1
aná,1,128
ety,359,74
jle,224,91
(zo,2,1
ky:,1,3
smů,1,10
dkł,16,1
neo,4,217
čic,1,12
ámi,1,155
 gą,15,1
apř,1,23
świ,1279,1
nua,8,1
iky,1,46
rýs,1,6
tri,32,46
ýbr,1,9
b c,37,2
díl,1,60
 ol,57,35
hký,1,8
ioś,2,1
laď,1,7
dde,25,4
koň,1,3
eśp,5,1
soł,27,1
144,2,1
ł f,38,1
y"d,2,1
ilą,15,1
03 ,2,1
ažn,1,5
chu,280,409
ejv,1,60
sář,1,2
cio,279,6
icę,183,1
isó,19,1
- k,11,5
ýbě,1,12
hip,29,5
ędo,7,1
á 2,1,4
eúč,1,10
ż n,365,1
ińm,2,1
 31,4,1
íno,1,67
teś,1724,1
oas,2,2
k ú,1,12
żbz,2,1
käm,2,1
ny;,2,2
blí,1,226
mý ,1,29
úkl,1,5
zne,576,63
iąd,338,1
""n,548,425
ymp,22,10
ibl,122,21
»hv,1,2
łyt,48,1
6:3,5,1
ium,51,21
nęb,20,1
vsu,1,2
kyn,1,84
ątą,17,1
s v,2,279
měk,1,9
ř t,1,11
eút,1,2
ódm,71,1
juz,3,1
5 w,4,1
mró,24,1
řep,1,44
n v,1,139
 wp,264,1
8 w,3,1
kag,4,1
im ,2018,135
óły,9,1
tuc,59,9
auc,657,2
íhá,1,7
a f,271,72
f r,2,1
or',2,1
wśc,75,1
tą ,320,1
www,4,1
ikí,1,2
"šu,1,3
rid,14,7
ů h,1,4
goń,5,1
bák,1,10
li",3,4
3 l,8,2
ągo,3,1
ď š,1,2
zyo,2,1
kad,116,10
zbr,41,46
ůmy,1,7
póź,566,1
ijs,29,8
cro,8,2
örk,2,2
ctě,1,2
106,3,1
t 1,15,1
pio,300,3
ě ž,1,34
n) ,4,1
iéř,1,4
nik,1825,1241
ędu,77,1
ató,67,2
imm,9,2
rač,1,125
zil,144,111
á k,2,122
sję,51,1
aem,4,1
zar,648,29
ław,134,1
ewy,57,1
áků,1,25
loď,1,30
żyr,8,1
jść,501,1
amw,29,1
 żo,288,1
jek,160,26
fać,60,1
""ż,19,1
wbr,21,1
ł 5,5,1
tsc,2,3
ěh ,1,35
zlí,1,7
53 ,2,3
vib,1,3
żie,2,1
 tb,2,1
lew,405,1
ěs ,1,2
yła,1408,1
nes,69,1217
ať ,1,117
"gl,2,1
zdo,202,29
5 z,4,1
eki,394,6
lżo,2,1
ově,1,546
pol,761,729
ksá,2,1
la",2,2
é d,1,232
i o,794,465
tró,95,4
a 5,12,1
evň,1,2
a a,330,233
ráš,1,12
ec ,685,472
emř,1,177
aló,3,4
xpe,1,8
rio,59,12
 sý,1,20
etó,27,1
jśm,2,1
"wę,2,1
zu”,2,1
scy,641,1
jza,4,3
vét,1,10
yke,1,31
p w,26,1
j: ,5,1
rsu,45,4
s 5,1,2
oró,107,1
 mó,2445,9
yłą,82,1
uál,1,21
čář,1,2
h l,147,35
zną,166,1
ogů,1,2
ísn,1,36
i ú,1,25
dán,1,56
y 2,6,1
p c,4,1
sýr,1,22
ch),1,2
ža ,1,2
jaj,155,1
fun,85,72
lpí,1,2
d s,278,316
poš,1,63
kąp,91,1
rzł,15,1
jkr,3,11
lma,8,5
ídá,1,58
daż,67,1
vůř,1,2
udí,1,55
vyc,1,70
zęb,85,1
tio,18,2
ea ,11,3
sik,10,2
eńk,4,1
č d,1,8
owi,6450,1
yha,1,10
ona,2758,289
šši,2,1
niż,782,1
lać,55,1
- ś,3,1
sev,2,20
ę 9,3,1
ň š,1,2
wę",2,1
ern,246,139
dok,456,475
dev,3,61
ken,162,60
— a,1,5
ďuj,1,3
miz,12,44
eba,399,173
epc,28,3
igu,19,4
zc ,2,1
wob,53,1
exo,3,1
puc,22,3
žst,1,20
903,2,1
lůž,1,5
tę ,770,1
