Quadgram,polish,czech
"ako,1,3
e ml,21,113
jona,55,1
ęku ,8,1
nokl,1,3
djeś,2,1
kipy,3,1
ezvr,1,2
um j,14,5
chwa,82,1
w ru,28,1
éfem,1,6
ka s,205,79
etip,1,2
u vž,1,17
i źr,3,1
těžš,1,15
ajśl,2,1
za z,108,34
ołyj,2,1
e bá,1,47
szęś,2,1
jjaz,1,3
nopr,1,2
boś ,2,1
unes,2,9
ałat,45,1
10-m,2,1
ns d,2,1
 wez,43,1
idel,17,23
rtej,19,1
urry,5,1
ylaz,2,1
cy a,14,1
eń c,9,1
f na,2,1
ř sv,1,2
ád o,1,19
asja,10,1
 zeu,2,1
ł ry,4,1
neto,35,10
0% w,3,1
dż c,2,1
zhůr,1,28
obás,1,3
ínko,1,3
d fr,4,5
ečku,1,14
) st,2,1
opię,17,1
pír ,1,14
37°c,2,1
ívan,1,6
áčem,1,6
dalt,5,1
dnoś,101,1
ky d,2,46
švor,1,2
28 w,2,1
oń k,3,1
ajky,1,2
ř ko,1,2
byla,2,489
of j,2,1
 tsu,7,1
snut,1,3
"zma,13,4
tačk,1,3
slem,1,7
ncku,7,1
zcie,101,1
čni ,1,6
aklą,2,1
l rá,1,28
ę ry,17,1
osun,46,5
pí u,1,2
opuk,1,2
 zůč,1,2
yslę,2,1
"dav,2,4
aw n,12,1
ynag,12,1
ř ka,1,3
ać r,77,1
anče,1,15
anch,11,2
jech,650,1
wą t,16,1
š ví,1,7
dom ,195,5
gang,7,1
ionk,11,2
n mr,1,6
lám ,1,116
wów ,5,1
 výr,1,34
 dzi,3371,1
ksyk,33,1
łaty,9,1
bě r,1,2
ziem,556,1
„has,2,1
b sp,7,1
ipie,4,1
wizę,4,1
 ary,7,2
obal,17,3
ekań,6,1
áž m,1,2
epsu,104,1
ś im,2,1
nosu,2,8
 šeř,1,3
 kud,1,5
nak ,85,8
„w n,2,1
ś pa,31,1
ideł,2,1
howa,245,1
 3 0,2,1
odél,1,8
tby ,1,4
śną ,2,1
cáté,1,6
mą t,5,1
rdeo,2,2
dl b,1,6
řada,1,6
ma j,143,49
usik,3,1
j nu,27,1
o „a,2,1
 wdy,2,1
lyžu,1,3
órzl,2,1
piej,382,1
 lig,3,1
ejkr,1,11
-exu,2,1
uici,1,2
mcma,1,2
áříc,1,2
 vio,1,2
hep ,2,1
z lą,4,1
šíva,1,3
emšt,1,2
m śn,30,1
ynut,1,3
kety,2,2
ątec,7,1
oces,24,5
cę w,131,1
sérn,1,2
 zní,1,14
il v,1,131
"wes,7,1
plač,1,6
zsyp,3,1
 (wt,2,1
j zj,11,1
kyvy,1,3
s šl,1,2
vo r,1,2
"tow,2,1
 sfé,1,2
otka,648,88
 jar,8,21
ýlil,1,17
efie,3,1
nezí,1,5
iáto,1,2
awig,5,1
tící,1,2
nspa,1,2
ebka,8,2
łes ,3,1
 cro,3,1
hleď,1,4
"yan,3,1
ll r,2,1
ěš s,1,6
ve č,1,15
ągłą,4,1
ení ,1,1075
mims,2,1
šinu,1,11
caka,2,1
s o ,17,24
napk,47,1
enof,5,1
 din,15,2
trow,51,1
na ú,1,19
load,1,2
grón,1,3
ń ró,2,1
ředt,1,61
tkví,1,2
am m,200,45
ověj,1,7
eźbi,5,1
ż ty,38,1
doży,23,1
z ří,1,2
tě b,1,68
ayfi,2,1
ażli,20,1
i dé,1,4
vutn,1,2
ť te,1,3
k fa,4,2
jprę,2,1
wył ,4,1
zefe,32,1
ś mó,46,1
mpek,2,1
faso,8,1
 vym,1,38
é uk,1,2
ejbo,1,6
"nyn,1,2
iezb,43,1
 útv,1,2
znis,46,1
cz c,9,1
swoi,422,1
lgra,2,1
ł uw,19,1
ia 2,6,1
yjím,1,7
 wzy,7,1
peně,1,168
íšíš,1,3
emni,188,1
č zm,1,2
aada,2,1
knic,2,1
 igr,9,1
inać,27,1
euty,3,1
u úm,1,3
ę żo,5,1
s 20,2,1
aust,125,85
 obr,239,81
mě e,1,2
et ś,2,1
"szt,3,1
gnać,11,1
ć he,5,1
i šo,1,2
arly,1,2
"daj,61,1
ą ce,33,1
 inż,15,1
 paw,3,1
stin,10,10
ne l,27,8
h ko,70,17
amna,1,2
uňka,1,2
gois,8,4
spoc,12,1
rodz,1170,1
) w ,4,1
dcer,1,110
ryki,67,1
de u,1,15
ůlčí,1,2
 wys,914,1
běže,1,44
bist,35,1
zzy ,3,2
nadu,8,2
on m,392,28
aż r,5,1
"don,1,4
iłe/,5,1
hn o,5,1
łnie,229,1
ike ,35,2
sel ,2,136
v vy,1,6
cítě,1,2
ienś,2,1
óry ,350,1
mrzl,1,39
édem,1,2
nání,1,58
ónsk,1,3
"těž,1,3
ěnuj,1,7
 - „,5,3
oč z,1,5
“""n,1,2
itý ,1,18
z te,400,28
gumę,6,1
"net,1,29
kraż,2,1
 łos,8,1
tost,25,71
bocz,17,1
šatý,1,3
mě ř,1,3
sedl,1,28
wukr,19,1
ůběž,1,2
iden,23,60
nułe,2,1
zału,5,1
wmie,2,1
koge,2,1
dorę,4,1
eare,3,1
asug,12,1
 anu,4,1
żkęo,2,1
i gn,4,1
""má,1,51
o 40,2,1
epoh,1,4
ícil,1,3
zjac,3,1
vlíd,1,3
” i ,6,1
pláz,1,3
u tw,19,1
it h,1,23
i bi,59,3
tuzi,15,1
eblo,8,1
wałą,2,1
ować,1272,1
tywy,14,1
nemů,1,392
 tvé,1,108
"o f,1,2
rtěn,1,4
neuš,1,2
no p,126,44
l um,3,9
v ud,1,2
k gn,3,1
oroa,2,1
adun,4,1
do 5,4,2
usky,1,48
hubl,1,11
lige,84,11
zu w,18,1
suo ,2,1
dy"",3,1
ati ,1,4
 ryj,2,1
dkud,1,34
iv č,1,2
giąć,2,1
 vna,1,2
dmou,1,2
ž ba,1,2
ění ,1,67
ej č,1,5
 ""č,2,4
e tr,291,87
gł u,8,1
holč,1,8
róćm,8,1
18 s,2,1
d od,31,25
rę -,2,1
dbýv,1,2
ů zb,1,3
skim,180,1
ičtí,1,6
 per,73,59
b ro,5,1
tha ,2,1
nárn,1,2
noců,1,8
ykoń,21,1
enaš,1,29
vybe,1,7
6 ra,3,1
anst,1,8
rana,77,9
ří l,1,45
pę c,3,1
ěco ,1,378
 pru,4,7
ha c,5,1
astr,113,36
hi i,3,1
tubk,2,1
mém ,1,39
z sz,64,1
emyn,2,1
oeta,16,1
ádno,1,56
rt z,7,3
ímný,1,16
lý v,1,10
"zat,29,19
ragi,5,6
rioc,3,1
zmęc,221,1
ierż,2,1
 emo,25,7
rce ,51,3
uczę,92,1
merč,1,3
dres,97,36
rbu ,1,3
gadł,14,1
bezo,4,1
)zam,2,1
ll"",2,1
kę ",2,1
ój d,119,1
rzją,2,1
lo z,2,57
zynn,38,1
angę,5,1
átce,1,5
iyuk,3,1
e jo,23,27
t tą,3,1
atrs,1,3
umnę,2,1
yňka,1,2
pobí,1,4
klon,4,13
i sm,34,27
á hr,1,21
kers,2,1
cien,37,17
elva,1,6
důkl,1,4
vone,1,7
á tř,1,27
vnuč,1,3
ědno,1,13
awcy,10,1
zg m,2,1
rmia,9,1
ho o,2,123
u mę,6,1
čina,1,11
něla,1,25
orwy,2,1
go „,2,1
řiřk,1,3
v z ,1,4
vatá,1,2
yw p,4,1
c tě,1,12
rohu,1,7
niep,277,1
kocó,2,1
ež s,1,54
 cej,1,2
nída,1,63
j ži,1,40
lato,59,27
odab,2,1
aś k,13,1
h by,26,80
maża,2,1
oc h,2,18
vňuj,1,5
obám,1,2
ywno,48,1
 uwa,408,1
ityk,87,1
oo t,2,1
d vá,1,23
iúto,1,2
asyc,28,2
vyzn,1,8
el m,25,69
oala,1,2
růst,1,18
ám š,1,10
- po,33,3
okrh,1,5
spod,282,14
tř a,1,2
fekt,35,16
soś ,4,1
nční,1,8
á ep,1,2
i bą,2,1
asca,2,1
ubsz,10,1
upuś,20,1
uď n,1,8
"mrz,1,12
t tř,1,15
zpię,5,1
spłu,12,1
 výk,1,10
óg j,10,1
rdav,1,2
"ke ,1,2
niná,1,24
jů m,1,2
u bě,1,3
o dý,1,3
rura,7,1
 hu ,2,1
p wy,2,1
ić 3,4,1
uzga,4,1
něný,1,41
ubio,198,1
aroř,1,2
 yan,2,1
ávěn,1,2
inés,1,8
wayn,2,1
sme ,2,888
"věř,1,48
 keč,1,3
e kw,46,1
 dże,17,1
ciow,60,1
oždě,1,25
ď ni,1,4
ągam,6,1
ý di,1,6
guje,27,40
bayi,1,2
łe g,5,1
ny ł,5,1
írům,1,2
lską,8,1
oucí,1,36
rdło,13,1
ětve,1,4
c že,1,2
é bi,1,4
ziął,105,1
šubs,1,3
chaj,149,17
 říc,1,263
aś s,33,1
dnok,7,2
"aby,23,17
ařuj,1,3
ku ć,2,1
álii,1,55
ja u,57,1
atkó,32,1
nażo,2,1
szej,221,1
ojte,1,9
 may,4,1
rach,162,100
besí,1,2
srká,1,3
ękła,10,1
ktři,1,17
alá ,1,17
anos,8,8
ń ro,10,1
nedý,1,2
ětrá,1,3
evít,1,20
bu d,2,7
adly,1,13
"boj,14,31
"oči,1,2
d lw,2,1
ż lu,18,1
enek,25,5
hoří,1,29
dá s,1,140
wynu,3,1
rygi,24,1
dżwa,2,1
no -,2,1
ředl,1,9
ie ś,188,1
vrát,1,280
loję,4,1
v sp,1,2
uměn,1,24
ee p,2,1
dosl,1,13
yłon,3,1
"tuż,2,1
ode ,121,14
ů sá,1,3
ás v,1,45
zo t,40,1
ňuče,1,2
upej,1,3
ruší,1,7
siły,29,1
schů,1,70
 kąp,64,1
ť zt,1,2
rz z,34,2
"fał,2,1
dwyr,2,1
použ,1,109
emží,1,4
marí,3,2
0 ob,2,1
után,1,3
vějí,1,3
mé d,1,12
pít ,1,30
jpov,1,2
žens,1,22
 bek,4,1
n sv,1,10
ý bo,1,5
irát,1,3
 8 p,2,1
apid,1,2
ąg w,10,1
un d,3,2
ż wo,5,1
di f,1,2
m mu,255,166
nčíš,1,5
 orc,1,2
ąż b,19,1
lbłą,13,1
otné,1,14
uk r,1,3
v út,1,2
 fit,2,2
iosn,90,1
yślm,3,1
dvou,1,20
zads,3,1
ed ś,26,1
luzę,3,1
zíli,1,15
amon,6,2
urza,44,1
mě o,1,41
kro ,51,1
egre,4,1
e eg,6,2
bytn,16,14
rezo,3,2
 sáč,1,4
ubę ,2,1
gały,5,1
pla ,12,8
cu 2,2,1
obvo,1,3
mi w,281,1
tasy,2,1
rale,1,6
g pł,2,1
tela,6,21
tiře,1,2
elek,78,40
erwó,6,1
y z ,477,36
dmą ,3,1
rozś,12,1
 mży,2,1
 uči,1,303
funó,2,1
łyżw,11,1
ryum,3,1
yuri,5,2
ěhuj,1,9
z ků,1,2
a rd,2,1
fart,5,1
ło 8,3,1
 ira,8,1
ztlo,1,9
inoř,1,2
ł(a),3,1
růmy,1,7
 pęk,20,1
pci ,1,12
áma ,1,36
řink,1,4
leji,2,48
yl b,1,58
d' n,1,2
ę ke,2,1
a go,303,2
y va,1,10
erié,1,3
eumř,1,5
e” –,2,1
nęca,3,1
kórą,2,1
zhor,1,16
l té,1,11
ło t,180,1
o se,65,691
ć ut,3,1
oona,2,1
siru,1,2
ízdě,1,2
enap,1,30
 inž,1,5
aw g,2,1
rge',3,1
"líb,1,39
ie z,2899,5
41 j,2,1
oira,3,2
vrdí,1,26
t uż,17,1
m „s,2,1
 jaa,2,2
zužu,1,3
rádí,1,2
 swę,6,1
ozpu,16,4
di k,1,15
ť čí,1,2
kórn,2,1
m tř,1,33
otáh,1,3
adin,1,4
akaž,1,9
bláb,1,3
adęt,7,1
enew,2,1
ikuz,2,1
befs,2,1
amak,3,1
yślę,506,1
"szk,67,1
ynos,60,1
 dij,2,2
jonu,29,2
a vt,1,3
nů n,1,4
e zů,1,36
nívá,1,6
 wak,88,1
atel,50,108
dový,1,23
aněm,1,2
ažný,1,3
símt,1,2
ětad,1,2
m va,1,26
hy č,1,2
hnow,11,1
ešky,1,4
90 r,3,1
liso,2,1
 - ž,1,2
lese,1,34
"ogr,4,1
lacj,161,1
ył s,313,1
llia,4,2
to č,1,52
rém ,1,32
dałb,19,1
vade,1,9
nezu,2,2
e ve,2,480
m bl,17,8
:30k,1,2
ałod,3,1
agló,2,1
iną ,22,1
 row,175,1
ikrá,1,64
cháš,1,14
u sl,1,34
a de,89,46
gota,5,1
btíž,1,28
 baś,3,1
ížka,1,9
ezii,1,2
ho c,3,48
"pta,16,7
klov,1,3
"wan,4,2
keba,4,1
mpo ,5,1
ąkie,7,1
ekty,44,4
iotn,5,1
akéh,1,23
 péc,1,5
bezr,25,2
ądni,32,1
ám e,1,3
"vin,1,2
ps k,2,1
běda,1,2
ején,2,1
kmis,2,1
aptě,1,2
jvyš,1,9
óża ,11,1
fam ,19,1
pott,3,2
- am,2,1
ukav,1,8
glów,2,1
páve,1,2
lvis,4,1
epěs,1,3
l dz,2,1
bobb,2,2
az"",2,1
ętne,11,1
j 83,2,1
amed,2,1
ajle,224,1
ji 1,2,1
óc ż,2,1
e dm,2,1
ę tą,10,1
odaw,30,1
o fu,11,16
azvo,1,11
jboh,1,6
wdzo,3,1
wocz,18,1
zený,1,18
sao ,2,1
ł ws,84,1
segr,4,1
r ti,2,1
ed g,5,1
pilo,25,33
ýbaj,1,3
ovlk,1,2
ła t,270,1
blad,32,1
ahle,1,77
y až,1,3
0 st,14,2
elty,3,1
użen,4,1
 vyk,1,56
v th,1,3
y ši,1,2
aco ,3,1
rtev,1,4
hłem,2,1
m zr,169,17
 2 d,2,1
ew k,4,1
ilit,2,1
a: s,2,1
ní š,1,45
svéz,1,6
 szl,23,1
kurd,1,6
nuje,140,126
zauw,95,1
né l,1,20
ardá,1,3
čnil,1,6
j mo,67,10
k ła,14,1
 18:,4,1
akák,1,4
sło ,55,1
yłus,2,1
jorg,4,2
očpa,1,3
płym,2,1
mfor,8,2
ic h,1,4
ludź,43,1
ozsą,105,1
00 l,11,3
něz ,1,25
j tý,1,3
wias,47,1
órną,2,1
ą ep,2,1
"zap,150,44
zvýz,1,3
y az,3,1
áhub,1,3
asaż,37,1
cyjn,117,1
okij,5,3
yje ,95,11
taho,1,11
il s,3,308
íc b,1,4
upež,1,3
szak,5,1
ouzl,1,12
 žon,1,3
ń ok,3,1
trat,61,180
klíč,1,117
 mea,1,2
h tě,1,20
dymu,8,1
o kn,2,107
u vů,1,8
ílíš,1,2
tną ,42,1
cu t,14,1
ž js,1,364
kcze,2,1
yšli,1,4
rnów,2,1
tepu,3,1
uhad,1,2
ýchá,1,16
ve 2,1,7
baju,2,1
opro,384,44
unsi,2,1
u rý,1,6
aids,2,1
rkej,1,3
ploš,1,2
0 da,2,1
yzvá,1,2
otez,5,1
nažt,1,4
mają,334,1
 ręc,152,1
ćw k,2,1
jblí,1,2
éhá ,1,4
ołęb,7,1
liśm,1420,1
ezin,1,12
ájmu,1,4
ch' ,2,1
upla,2,11
vale,1,5
cą c,13,1
ziéc,2,1
żana,3,1
kt r,3,1
ně f,1,12
zgol,8,1
czsa,2,1
n ti,2,6
ík c,1,3
vová,1,4
a uc,80,2
ubij,2,1
oref,1,2
opný,1,9
ześc,39,1
fugu,2,2
(22),2,1
bena,2,4
yté ,1,4
azda,31,6
zipa,2,1
a po,1444,424
l 5 ,1,2
de l,4,30
gzot,4,1
"v t,1,33
k im,3,1
ówlu,2,1
ej: ,4,1
zl d,1,5
otěl,1,2
ję j,35,1
íska,1,20
ž ml,1,14
"pła,12,1
č ce,1,2
 věř,1,135
š hu,1,3
onny,17,1
 umý,1,18
neui,2,1
t pó,22,1
bły ,3,1
ýt c,1,5
thiu,1,2
"ray,2,1
ážná,1,7
"„má,1,3
: js,1,3
ré ž,1,2
haci,5,1
vlky,1,2
8 do,2,1
álad,1,31
ł my,7,1
rw j,2,1
21 l,2,1
soup,1,7
d té,1,28
ocal,11,2
cę s,105,1
iese,3,1
rsk ,3,1
"ofi,3,1
 prs,1,26
uldo,1,2
o gu,11,3
rpas,1,2
š un,1,14
s gr,10,1
tałc,37,1
ukuo,2,1
 vín,1,100
ný z,1,50
wało,151,1
lkem,1,18
y oc,18,4
jmać,2,1
esvě,1,70
e/ i,2,1
řipo,1,33
ct l,1,14
hrys,15,1
ińsz,6,1
timb,2,1
my h,15,3
ędze,40,1
prsk,1,6
""vč,1,4
vyne,1,17
dáme,1,28
rina,3,3
e zą,7,1
ohu ,1,299
u ot,10,57
 nin,13,1
ž pa,1,7
ręt ,8,1
m ry,24,19
yjmę,2,1
ewdz,2,1
 xx ,2,1
pělo,1,3
selo,2,8
ěď p,1,6
tejs,16,1
łatk,27,1
gryz,69,1
„już,2,1
hym ,6,1
dość,136,1
jryc,1,8
„nev,1,2
ybno,1,7
osuz,1,4
prę ,2,1
nahu,2,3
ezzw,2,1
suso,7,1
dhal,1,12
kują,52,1
tíme,1,23
demi,10,8
kułe,4,1
dani,797,27
nóg ,4,1
ratr,1,175
vezl,1,18
boda,3,7
 ""f,5,2
olak,7,1
ukon,1,15
rzłe,3,1
bry”,2,1
ěho ,1,15
njar,2,1
n zt,1,3
ż og,6,1
eł k,3,1
pneu,1,13
pe k,1,2
 z -,2,1
ł ły,3,1
giti,1,2
eječ,1,2
ike',5,1
 dři,1,4
ík z,1,8
oled,21,86
o mě,1,295
l ai,2,1
ś cu,7,1
poi ,2,1
abe ,5,2
iś k,6,1
 mst,1,2
dela,5,1
 můž,1,305
gnis,14,1
ělý ,1,20
ň vy,1,4
"we ,3,1
airu,2,1
synů,1,3
edků,1,4
z „z,2,1
m 18,2,1
ecak,7,1
ě am,1,2
pryk,4,1
hla ,1,105
hołe,2,1
 słó,67,1
olov,1,42
euzn,1,5
urum,3,1
ł ce,8,1
alst,4,2
vyvé,1,2
łukę,2,1
"nak,4,18
dluz,1,2
yn r,4,1
 łat,223,1
na ř,1,16
ynił,20,1
m wl,4,1
nará,1,2
jhnu,1,2
ypić,14,1
n ce,2,4
y” n,2,1
aż t,59,1
ze t,146,24
hmog,4,1
king,15,7
ca w,72,1
 mow,2,1
 „dz,5,1
e cí,1,48
cięz,5,1
aszn,153,1
"asp,2,2
nhau,2,1
b tw,3,1
li z,190,94
k” i,2,1
a ús,1,7
 83 ,2,1
ujme,1,5
echc,39,479
awcó,8,1
mdlé,1,2
neci,24,3
y ć ,2,1
ik š,1,4
ypat,5,1
jczę,13,1
ěláš,1,89
owag,12,1
spoř,1,3
agy ,1,2
m eg,10,1
 ačk,1,5
ż zę,2,1
áral,1,2
dwyż,22,1
om d,139,209
ą 4 ,2,1
resů,1,2
řují,1,6
tii ,14,2
amki,8,1
zyną,81,1
r zd,3,1
rtfe,56,1
ep e,2,1
dů j,1,3
nook,1,2
i vy,1,176
ydź ,4,1
- to,15,3
a cm,8,1
l ml,1,37
ytch,3,1
"kte,1,26
smo ,16,3
odít,1,12
lemu,63,1
 bry,52,3
'iks,2,1
zdný,1,20
cná ,1,6
 kře,1,21
ůlil,1,2
o"" ,2,2
niu ,459,1
rsze,86,1
lepš,1,246
davě,1,2
lafr,5,1
10:4,3,1
dive,1,2
téně,1,3
914 ,2,1
oboď,1,3
čala,1,35
"bły,4,1
č br,1,3
łsto,2,1
nspi,8,8
etą ,20,1
i zs,4,1
duję,26,1
pcor,6,1
u dł,6,1
íz j,1,2
dorc,2,1
aj d,105,1
goźd,3,1
ł żm,2,1
neji,1,5
tika,1,23
báli,1,10
im k,62,4
srać,2,1
ulov,1,8
zwic,2,1
kobl,1,4
píš ,1,59
sądu,6,1
miz ,1,2
itr ,2,4
rdów,9,1
nita,7,2
h dá,1,4
bc z,2,1
dmu ,1,2
kud ,1,193
dapt,4,1
eď v,1,35
źć s,16,1
em j,591,348
yc w,6,1
wadł,3,1
řizn,1,39
eeti,2,1
 slů,1,3
si 5,2,1
pešť,1,2
cy o,55,1
ruch,91,9
ułan,2,1
odsi,3,1
ktec,1,2
ątrz,99,1
u 18,4,1
mari,250,172
ją p,306,1
g uc,2,1
s čí,1,10
ślad,37,1
nach,137,50
bogó,3,1
í oc,1,8
eś: ,2,1
k ei,2,1
ziеć,2,1
 omi,5,1
ł aż,7,1
š vč,1,2
ożej,6,1
% mi,2,1
e sw,265,1
esvé,1,2
okom,11,2
omeg,16,1
k"je,2,1
 taš,1,42
y zb,38,6
iros,13,2
zouf,1,9
řeso,1,4
rušt,1,24
avej,1,2
emeb,2,1
tým ,1,17
láha,1,2
źnił,93,1
u wa,17,2
 doł,33,1
 dát,1,56
ozba,27,3
oodz,2,1
 pod,1942,586
00 r,5,1
haft,4,1
 zfo,1,2
rabe,1,4
ilor,2,1
wybl,2,1
e oř,1,3
ł ap,3,1
ręgl,5,1
yłaz,2,1
ledw,78,1
upid,1,2
aňsk,1,3
z vr,1,4
a at,26,4
ísař,1,5
wpar,2,1
zvet,1,2
3 dn,2,1
ojaw,83,1
wnęł,2,1
dren,2,1
y śc,9,1
ikrý,1,4
orzy,408,1
żyty,6,1
etce,5,1
bićc,2,1
ně-p,1,2
 uvn,1,18
ot -,3,1
woi ,21,1
hynu,1,16
rbem,2,1
„uwi,2,1
żo l,28,1
ewoz,4,1
dmej,44,1
ls t,2,4
sly ,1,5
e ós,4,1
áště,1,4
 (tu,2,1
ýpeš,1,2
zmus,57,2
eň h,1,2
kráč,1,16
raho,1,4
s'ow,2,1
ęte ,30,1
 oci,12,4
"dol,1,3
"tęs,8,1
ozdr,45,18
obož,1,2
ědě ,1,6
kóro,2,1
spom,65,1
hips,10,3
ctno,1,2
řbí ,1,2
ż wn,3,1
éhav,1,18
sebr,1,10
emse,3,1
záně,1,2
wieg,2,1
 dri,27,2
oček,1,59
tywi,3,1
iam ,318,1
naha,1,4
troš,1,18
yram,1,3
knąć,69,1
rei ,3,1
-szc,2,1
je ś,21,1
a pá,1,31
ic č,1,2
n fa,18,1
onco,1,4
la ł,2,1
hdzi,2,1
aliś,549,1
dać ,464,1
ansp,6,5
eobs,2,3
ęś j,3,1
ště‘,1,3
ątał,36,1
 ryw,7,1
pirá,1,3
abrz,7,1
ysvě,1,115
 had,3,20
óż r,2,1
iepe,21,1
hudš,1,3
ý fo,1,5
amaz,4,2
ersc,2,1
evst,1,11
żkom,2,1
i 30,1,3
rašl,1,3
dreg,4,1
”""d,2,1
umyl,4,18
n uf,3,1
akua,3,1
niąd,284,1
"idą,2,1
iał",2,1
týrá,1,2
 dre,41,2
10 v,1,2
thov,4,5
dión,1,3
ydzi,276,1
"ele,3,1
t já,1,4
zodu,15,1
oń p,11,1
á s ,1,18
y k ,1,26
są ś,15,1
camp,2,1
azdu,26,1
něvá,1,2
rz l,6,2
ophi,5,1
ity ,51,11
ltal,1,3
uń r,2,1
teví,1,10
kecá,1,2
rdow,27,1
onia,135,3
zkaw,5,1
i rý,1,2
čaji,1,2
kybl,1,2
» «z,2,1
drob,122,22
pod ,349,110
plni,1,47
l uv,1,6
odwł,2,1
k zg,4,1
ov p,1,4
z wt,3,1
 yal,3,1
w dn,4,1
maśl,2,1
ěkdy,1,144
zl ž,1,3
tomá,2,33
 ozv,1,11
raść,5,1
a-cu,4,1
pouč,1,7
ťova,1,3
„o k,2,1
opon,94,1
hers,1,2
ahar,3,2
ssib,2,1
chá ,1,30
ěžek,1,2
trém,1,7
in u,4,2
edá ,1,46
ahám,1,7
adol,4,3
kile,2,2
iš o,1,8
sług,105,1
yzek,2,1
ębki,2,1
iąka,2,1
dańs,2,1
ciąć,15,1
dalš,1,118
kném,1,2
tą n,18,1
oyi ,3,1
eato,1,2
c ko,18,6
moji,1,88
kliv,1,31
ůžu ,1,233
n ch,127,33
"osi,7,1
o pó,87,2
 mdł,8,1
érov,1,4
lačí,1,10
zyś ,2,1
mośc,116,1
ł zo,31,1
kvrn,1,3
cieg,6,1
li š,1,17
am 1,8,1
šino,1,23
h; /,2,1
"łaz,2,1
dámu,1,3
 (f),3,1
"z r,2,1
 oba,70,57
okní,1,2
łwie,14,1
gówn,11,1
ným ,1,67
ło ł,9,1
itwa,9,1
i-fi,3,3
pěje,1,16
ić m,2,1
niuj,4,1
ozem,4,18
ť ti,1,3
je 8,2,2
mino,21,6
rnka,4,1
ze č,1,3
een ,4,2
g wz,4,1
tl a,1,3
sršn,1,2
m it,1,5
fiar,18,1
ářeč,1,2
čtou,1,4
miho,2,3
rytn,18,1
hels,13,4
ron ,22,3
sváz,1,4
ex c,2,1
k: n,2,1
”pop,2,1
e la,107,18
dym ,95,1
00 c,2,1
vělá,1,9
'em ,4,1
goja,2,1
 umí,1,135
rami,156,11
- pó,3,1
lidň,1,4
wrza,4,1
aždo,1,35
re n,20,3
beró,2,1
rtěl,1,2
owcu,4,1
" i ,8,1
í úr,1,5
icaj,1,4
u st,100,132
bejt,1,2
 zza,7,1
zt j,2,1
cią ,154,1
odżi,3,1
leží,1,66
"kid,2,1
m ve,1,181
číňa,1,4
sver,1,2
"uwo,2,1
ám č,1,50
idzo,6,1
s la,1,3
eele,2,1
ruzd,2,1
pste,1,2
psut,53,1
mžik,1,6
 „st,2,2
legą,11,1
 ohy,8,1
dyta,5,1
ać d,2,1
čnem,1,3
václ,1,2
prz ,5,1
azně,1,5
oama,2,1
udai,2,2
gabr,3,1
nu č,1,6
š lé,1,2
řmán,1,3
sc 1,2,1
agię,3,1
vyšo,1,2
iwoś,225,1
tět ,1,7
gu g,6,1
liš ,1,205
 ufa,90,1
yzją,4,1
ż tu,39,1
ýško,1,2
pěte,1,2
e mý,1,35
''po,2,1
ejąć,3,1
lé s,1,7
hunb,1,2
neyh,1,2
% ok,1,2
mkol,3,12
č vá,1,4
ko a,18,9
hotn,9,32
uć b,5,1
emes,17,3
ierb,3,1
pší ,1,121
 úko,1,61
ubar,2,1
""są,19,1
r lo,2,1
łędó,55,1
echt,2,198
ejja,1,2
akit,2,1
ktam,10,1
ża o,13,1
na r,361,86
o 28,3,1
čank,1,5
aval,2,21
yża",2,1
ią t,28,1
a vo,1,28
loki,2,1
new ,2,18
mutí,1,2
ą ki,40,1
livn,1,7
ózou,1,2
ýtrž,1,2
ij l,9,1
 bre,5,25
yręż,2,1
safí,1,2
ořec,1,10
wień,27,1
ł ba,75,1
uczu,89,1
rsyk,2,1
io i,7,1
mang,21,1
ezgł,2,1
mavo,1,7
iwst,7,1
škoz,1,2
co ú,1,2
ł fl,2,1
d už,1,4
elbi,178,1
gana,7,1
m lž,1,6
ej 1,7,1
ozsá,1,2
di b,2,10
cejn,1,4
ax j,1,2
zhoř,1,2
zian,92,1
ręta,3,1
yjád,1,15
ajaz,7,1
o ní,1,20
il ř,1,6
ctkr,1,2
kół ,45,1
foki,2,1
czua,2,1
myší,1,5
h vr,1,3
voru,1,5
ič t,1,5
řeží,1,10
sama,88,73
drbu,1,3
 vzb,1,21
ub o,6,2
ut d,8,20
eth ,9,1
ufal,3,28
ředb,1,4
hňos,1,2
ę wh,5,1
ůžka,1,5
y 14,2,1
ż 60,2,1
avřu,1,3
ořsk,1,5
rá l,1,2
nopi,5,1
 ren,6,4
lku ,62,31
naom,2,2
plon,7,1
 rąk,12,1
m pc,2,1
l is,3,1
kými,1,11
isje,2,1
odmí,1,133
hudě,1,2
 dad,2,1
lą d,2,1
doží,1,2
liża,97,1
udłe,5,1
tt j,2,1
 id ,3,1
"fej,2,1
dmět,1,13
ą fa,13,1
"ich,7,1
bíze,1,3
r ře,1,3
cí h,1,6
zdam,5,1
atan,24,11
l ně,1,87
ekly,1,4
hop ,1,3
alad,1,4
yld ,2,1
paří,1,42
dlná,1,4
ra ř,1,6
arií,1,10
j śr,6,1
go n,1016,1
a śc,2,1
wdi ,2,1
répu,2,1
gnóz,1,3
ekt:,1,2
acky,1,3
 o ř,1,2
tep ,1,4
oręt,2,1
xxx ,2,1
maty,173,3
 czy,1607,1
ia ż,9,1
mešk,1,24
š dn,1,12
