Trigram,spanish,portugese
«he,5,1
27º,1,2
far,353,1849
píp,2,2
cçã,1,92
¡le,35,1
"y ,158,1
un",1,2
ębó,2,1
l o,1743,380
ecç,1,36
; r,6,5
diè,2,1
c10,2,2
uez,207,135
caó,6,5
prá,192,168
οηθ,1,2
hik,25,5
ocú,14,1
ta),5,8
ufú,2,1
eie,5,36
—"",2,1
¿hi,17,1
a-o,1,153
imi,2102,1328
 – ,1,2
e 6,37,55
"—c,2,1
—na,4,1
2-b,2,1
 61,6,3
 °c,2,5
 dy,4,3
txa,2,1
xx ,7,8
¡ya,88,1
e; ,1,2
¡am,16,1
er;,15,36
l 9,27,1
éss,1,216
"és,59,28
 o ,1,4
$75,1,2
o… ,1,2
l3 ,1,2
 ¿i,2,1
udã,1,5
0x ,2,2
âgu,1,3
ô g,1,7
úbl,361,310
no;,18,16
 zy,2,1
rta,7602,7253
d5 ,2,3
2 b,4,5
cfi,2,1
umq,2,2
yja,2,3
nsr,2,1
í à,1,3
-8 ,1,2
lag,564,479
hke,3,1
 pv,2,1
9 é,1,4
& s,2,1
"in,193,188
xtr,1668,447
ª v,1,2
i"o,1,2
sfu,279,8
á /,1,11
kou,6,4
ur:,2,1
as»,4,2
egy,2,1
—¡s,5,1
"tó,14,4
cé ,186,2
azg,19,1
(ru,2,1
hag,1222,43
omé,260,160
 põ,1,93
7s²,1,2
zsu,3,1
hob,37,46
vís,96,22
 sa,12648,15403
á ó,1,18
lád,1,7
(“l,1,2
zam,213,254
(10,3,3
3x1,2,3
opk,3,4
é ω,1,2
iev,440,20
pom,48,133
 fa,7361,31193
thl,3,1
t w,10,3
ê b,1,112
3h3,1,3
 kp,1,3
oca,3140,3083
s"l,3,1
est,71295,70512
ecá,67,21
 14,64,104
 'a,8,8
z é,14,141
"of,4,11
scí,9,23
rns,2,4
25º,1,2
0-3,1,2
 ry,5,22
cíl,2,35
/ ',1,5
7 d,26,22
xmu,4,1
hta,2,2
"ja,75,82
rlé,5,1
«el,11,2
brr,5,1
-cr,1,10
542,1,2
d r,66,8
baa,3,5
ak ,8,5
'ca,2,2
ik",1,2
es:,106,80
ofl,3,2
t r,5,3
 –r,3,1
 dù,2,1
vês,1,148
íat,3,1
bte,170,133
úba,8,2
chm,7,9
féc,2,1
ot”,1,2
 $4,3,1
x v,1,3
vão,2,987
glê,1,1589
ul",5,2
 «m,7,1
x-o,2,2
vél,4,2
1°c,1,2
iún,5,1
áce,36,49
 d8,5,6
tys,5,2
niñ,2985,1
(y ,8,1
sec,1429,446
túr,6,10
nú ,28,1
ós:,1,3
"o",3,2
894,1,3
yll,2,2
" é,3,54
oeç,1,2
á t,886,1970
ís;,2,2
éva,65,1
 de,3,10
lop,62,84
lch,53,29
ço:,1,4
8 à,1,3
eb ,60,30
íti,655,646
o₂ ,2,2
el-,3,5
rgü,207,1
rôm,1,35
íct,101,1
fa ,80,284
i e,1,2
érn,22,7
à 3,1,2
ucs,4,1
vah,5,1
”"d,1,3
iár,5,200
"si,3047,555
món,180,13
ció,11950,6
240,3,4
ã v,1,82
aér,51,33
avy,5,4
ciá,6,75
(po,5,10
lhé,1,4
ghr,1,2
áur,2,5
asi,4510,1331
9 t,2,5
obó,220,8
ycl,2,2
s9 ,1,2
'on,1,3
roz,466,166
r"",88,106
40h,2,1
zep,5,1
gro,1435,423
dót,2,1
écd,14,1
iāo,1,2
né-,1,2
ogá,9,19
re",15,16
za",7,3
ags,4,4
ַל ,3,1
bd+,2,1
coç,1,118
mni,54,17
51°,1,2
muy,6298,1
erg,835,3592
--m,2,1
miñ,6,1
mri,4,1
a n,1,2
365,3,5
= p,1,3
264,2,2
 pc,15,6
mse,2,2
hna,4,2
aup,5,1
s”;,1,5
knö,3,1
apr,2788,3802
bów,2,1
ño',3,1
apê,1,5
rze,5,46
"oj,43,1
alq,989,981
 f3,4,4
êxt,1,7
rrá,113,13
59",2,1
ált,7,6
oly,5,6
»¡n,2,1
 ey,5,2
urg,319,359
ut ,18,12
 ÷ ,2,1
102,3,5
 -5,1,2
do ,2,9
ânu,1,5
púr,39,13
 4%,6,2
ú q,85,2
ist,11386,12390
ta»,6,1
) e,22,39
vni,42,33
-ri,3,7
slã,1,25
ê h,1,37
ily,48,38
68-,1,2
186,11,18
¿ed,2,1
um»,2,1
rág,55,106
cua,8460,54
rtã,1,259
róm,29,3
yne,2,5
coa,74,87
rlt,2,3
 un,52989,1608
asz,3,1
 ─¿,2,1
(b),2,2
tma,11,15
¡ec,5,1
ívo,21,20
la»,3,1
wyo,1,2
ovd,1,2
s ",122,65
w d,6,17
edd,8,7
 $1,7,8
yis,3,1
ó- ,2,1
-¿",2,1
rrú,3,14
goñ,3,1
hcg,2,2
log,1066,1283
óng,36,1
ém-,1,43
nzu,21,2
9:0,6,2
póg,2,2
172,3,5
hvá,2,1
lpã,1,3
940,3,6
oác,6,19
ė c,2,1
hih,4,2
604,2,1
​​n,2,1
puq,1,5
(e),1,2
s:a,1,2
pog,17,8
sax,21,16
egr,1651,1218
hno,6,6
6 (,1,4
ydo,1,2
icá,45,74
bee,26,23
zuo,6,5
gás,13,91
ñío,2,1
scl,162,74
r a,12542,15003
"íc,1,2
zmi,1,3
"pe,508,603
tên,1,607
góv,1,2
"dó,2,13
ewb,2,1
o'),1,2
¿at,6,1
ant,19582,21788
 / ,1,2
ski,7,15
uep,11,1
ds',2,1
"";,8,8
é b,288,1335
¡fa,8,1
"xī,2,1
edó,542,4
bs ,6,6
stа,1,2
idu,199,36
x f,2,7
is;,6,32
¿aú,39,1
téi,47,38
taj,236,28
«no,70,1
elí,810,89
bri,2361,4548
a g,4957,4951
21ª,1,2
ulá,4,142
güé,16,1
ónu,2,1
ltí,12,16
0 l,23,12
útb,330,1
apó,851,400
868,1,4
 at,2758,6845
ípo,5,3
sço,1,3
cío,138,8
upí,11,1
vem,260,3345
hto,5,4
wk ,2,1
p-h,3,2
(s),2,1
ep),1,2
989,7,9
ibh,2,2
s» ,3,1
vil,844,496
vo;,7,8
"gü,2,1
ném,20,5
u o,472,5878
εu ,1,3
»cr,2,1
oj”,1,3
tuz,5,2
il:,8,11
'e ,1,3
ecœ,2,1
e¡p,2,1
spã,1,2
hía,14,3
déf,14,10
íon,3,9
0 p,122,114
i r,362,431
-ut,2,1
"–¡,3,1
reí,859,1
atü,2,1
téc,106,91
rob,3735,1683
m 3,1,45
 hq,1,3
uos,249,122
x9 ,1,2
prê,1,112
vó ,420,149
oît,2,1
ars,2209,78
tva,2,1
üeñ,33,1
úgr,2,1
lcu,150,125
ić",1,2
hi ,63,60
ñez,46,2
'an,1,3
aiá,1,2
emo,7605,8218
m·k,1,2
a ​,2,1
cab,3922,3143
u g,222,2601
uee,5,2
lúc,12,47
hav,64,2549
227,1,5
yae,4,1
tli,19,2
 ($,1,3
gua,5135,4702
(ya,3,1
-fi,8,7
mo-,4,199
-oh,1,2
rub,121,134
— b,2,2
-pi,3,12
rfr,1,2
τέλ,1,2
epp,14,15
glâ,1,5
buq,13,10
1-1,1,2
upe,1199,943
dra,727,704
esa,8987,3803
ixã,1,118
gs",2,1
nzâ,1,4
a¿q,2,1
'¿c,2,1
a c,32171,32171
súm,4,1
se:,5,218
nak,57,44
lzs,1,2
edl,34,1
gzh,4,3
aña,5023,1
"₫",2,1
"vó,1,42
(gm,1,4
ĝi”,1,5
onf,1602,1971
iço,1,398
ätz,2,2
”"e,2,9
bcd,2,1
ogu,63,273
ént,412,1
zõe,1,79
ñem,13,1
hi',1,2
jeó,19,1
 wm,2,3
kok,12,8
día,5558,77
635,3,2
záf,1,3
ãte,1,2
n o,1655,43
10-,2,1
c-m,1,2
—el,1,2
oy:,2,1
h w,3,5
"«m,14,1
m e,3965,15688
iód,269,21
bch,1,2
zop,7,1
go…,1,3
una,24755,308
"af,40,44
378,2,2
ntõ,1,4
06 ,7,9
opí,27,15
o” ,4,12
 —g,4,1
umn,330,1
rdn,1,2
btí,16,1
"sp,2,4
'e',1,4
çoá,1,2
saf,171,169
 h8,2,3
e"y,2,1
z –,1,4
985,5,5
¿an,10,1
ey",3,1
 rg,1,9
«bu,4,1
aoy,2,1
: –,1,3
mop,1,4
idn,8,4
háb,203,160
ña ,1538,1
 'w,1,2
gur,1914,1020
l š,2,1
28 ,19,26
sāo,1,3
ufl,20,14
tuá,8,27
 é:,1,17
a”),1,2
4 q,1,2
mto,3,3
ãno,1,2
u-k,2,1
fri,859,1297
—¡e,6,1
□ t,1,2
 «あ,4,1
"nã,1,3333
otu,46,48
ríq,7,2
amm,20,16
-os,3,104
eaq,1,3
úqu,2,5
$ 8,1,4
hem,706,171
alu,1195,880
réa,11,3
ba–,2,1
‎eu,1,3
üên,1,5
s-q,1,11
ng),3,1
ns),1,3
<cr,2,1
nêu,1,3
hor,6101,12021
o] ,2,2
lsu,1,4
+' ,1,2
¿du,24,1
gan,3801,2718
á i,248,600
gân,1,59
xof,17,23
gló,33,57
añó,126,1
"dr,6,8
râm,1,27
ce",9,4
s j,1636,1868
86%,2,1
 ap,1,2
ñó ,265,1
kaz,23,8
i z,16,2
157,1,3
 pó,60,108
«허신,2,1
laz,331,14
u à,1,612
ca”,1,3
rii,2,2
a $,3,3
esõ,1,7
1x0,1,2
-¿t,2,1
bsh,1,2
óns,2,1
 го,1,3
im-,1,15
¿af,2,1
toy,5022,13
@ e,2,1
"—p,2,1
 b:,2,1
inm,638,1
ecc,1061,26
 ¿v,580,1
e-p,4,22
duç,1,343
e-m,39,968
raq,53,144
ick,87,54
o o,2434,11493
brú,17,1
tid,2759,2668
a n,13080,15893
iru,183,53
crô,1,10
bst,158,381
iac,195,48
ótr,1,3
1 c,5,4
 3h,1,5
míb,5,2
óye,2,1
ó é,43,52
ofu,366,283
здь,2,1
iaé,3,3
uñi,4,1
m/s,1,3
863,2,2
po-,2,5
che,5654,5268
fuo,1,2
él",2,1
gão,1,154
-th,1,2
  ",2,1
sa ,9401,15074
¡uy,9,1
pli,1583,1210
dwa,12,14
ékk,1,2
u 7,2,4
xab,3,1
0 0,10,1
war,67,74
s; ,225,331
4 j,2,2
 éb,2,7
amô,1,6
eró,238,127
fga,9,4
xin,10,91
'se,1,2
''マ,2,1
pee,26,4
iút,1,2
rth,16,31
 cd,55,54
ocê,1,42050
npo,2,2
jsi,1,2
"br,32,31
tíñ,2,1
fuj,59,68
 ós,9,7
12h,1,5
dá ,81,652
víb,12,5
¡só,5,1
s-n,1,8
97;,2,1
céd,8,16
fio,22,326
g/ ,1,2
0 é,2,7
teã,1,4
rni,311,199
ioc,91,51
"r",2,3
-he,1,8
(8x,2,2
ndy,17,13
127,3,3
ohú,1,2
ápa,14,3
 tc,1,64
ádo,2,1
 zó,3,1
ânf,1,3
p g,2,1
ái ,21,1
– n,4,20
rhe,2,1
l/n,1,2
ú; ,2,2
“to,1,3
izc,49,1
acc,1256,6
hur,107,66
lê-,1,33
trí,64,56
loj,661,488
mal,4021,2284
 gy,2,1
e 3,97,98
loi,9,67
– ",2,13
lip,123,104
–pi,2,1
 av,1502,1973
usã,1,189
sk ,9,9
í l,436,3
lág,189,177
 (^,1,2
¿5 ,2,1
''i,1,2
rpe,123,116
ánz,4,1
mla,4,2
óme,233,14
iúv,1,47
'nó,1,2
ob ,110,359
eei,2,21
smã,1,10
954,4,5
sie,6217,54
 (m,5,12
iñé,2,1
jôn,1,2
"ak,2,5
"mu,218,267
oré,72,232
× 5,1,2
 a/,1,3
6 h,3,15
ipc,119,1
ffs,2,1
no-,15,40
drú,1,12
orâ,1,69
6h3,1,10
írn,12,1
) s,13,11
muc,7382,8
luv,442,73
iko,77,51
-sa,35,17
msé,11,14
rk ,121,135
veh,127,1
 ib,547,22
/le,2,1
ll',1,3
uvi,1517,2274
óno,40,7
ága,63,2
 ñi,2,1
221,3,2
"―¿,2,1
23-,1,2
050,2,2
oa-,1,17
á 8,1,4
ifu,105,20
wse,2,1
foy,1,2
tv ,28,117
séñ,69,1
s 3,57,41
yol,14,4
eít,5,2
ilh,7,4561
(is,1,4
gwa,5,3
-de,5,93
jeg,1,2
úla,3,1
r$ ,11,32
gps,7,6
nfr,242,138
[rn,1,2
ciz,13,2
na¿,2,1
mbl,168,46
e ø,1,2
h12,1,2
ne:,3,2
t 6,3,1
lhõ,1,228
»to,7,1
 à ,1,2
ozi,7,2230
öla,1,5
2:2,2,1
boj,4,9
3 a,27,32
vds,1,5
j k,5,4
duó,17,1
dis,3921,8998
 vp,2,2
cef,7,3
+39,3,1
é 2,6,26
rms,6,12
ecí,978,88
ee:,3,1
nog,35,30
iï ,2,2
cos,6182,3266
ouç,1,220
lad,3418,2268
 –a,3,1
asq,89,113
ró-,1,5
aví,1728,78
cue,6694,22
154,4,2
ván,83,1
bjö,3,5
] –,1,4
mua,3,9
cbc,2,1
y ¡,4,1
jól,4,1
eo:,2,1
me;,7,15
ióp,7,8
rác,277,25
yni,4,1
nyn,1,2
eah,1,2
p-e,2,1
sut,24,30
87 ,7,5
759,1,2
6d¹,1,2
 –c,4,1
rô ,1,68
"v",2,3
"":,6,4
bré,70,8
neô,1,4
tag,118,314
""¿,506,1
zik,3,4
” s,6,2
éds,4,1
utp,1,2
"hm,4,8
ba_,1,2
ê l,1,265
rãs,1,23
92 ,3,7
ços,1,732
o í,28,56
8 4,3,2
rec,12093,14454
€ a,2,1
efí,10,41
iei,2,181
ébi,105,13
"hé,5,3
814,1,2
lni,1,3
ñed,2,1
áne,133,1
izó,167,1
¿fr,3,1
ina,9347,7351
heé,2,1
ia:,20,46
473,2,1
mo ,1,2
018,4,13
niã,1,932
ods,4,2
cág,1,3
ia–,2,1
afs,2,1
sém,11,3
tôm,1,124
nué,5,1
sa’,2,1
pôq,1,40
996,6,7
á: ,4,5
ciy,3,1
orw,5,2
"uo,1,3
zo ,2340,133
ta—,7,1
¡12,2,1
hep,15,6
ple,2328,1455
 (j,2,2
o);,1,7
íbr,16,43
u h,1515,483
sp ,1,3
oko,79,54
 78,1,3
% f,2,2
5) ,6,7
iow,3,3
wye,1,2
ca​,2,1
rhé,25,1
 sm,89,110
véc,8,2
zof,11,8
r –,4,20
úxu,1,6
lpl,1,2
're,3,3
 gh,4,1
 (¨,1,2
-em,2,12
pté,25,1
duz,124,1169
-p-,1,2
mbe,132,189
) p,9,17
e h,15964,3194
pár,115,21
 dé,401,107
ânh,1,5
²-9,2,1
ahi,19,13
eal,2006,2140
asm,283,252
oob,3,3
oyl,3,5
rsõ,1,26
0h4,1,3
cat,784,582
myō,2,1
 u ,54,1
xoe,8,8
 mo,6686,10357
d b,60,4
”já,1,2
áxi,88,402
wiz,3,1
"ob,33,214
zō ,1,2
 gö,1,3
fé ,357,636
“me,1,12
a"a,1,3
' é,1,6
03/,1,2
pla,3471,1991
é—;,2,1
tê ,2,29
'la,2,1
xij,17,19
-ig,4,1
007,4,7
jíb,2,1
rúm,2,1
' e,13,15
tê-,1,170
vo),1,3
-a-,2,13
deq,45,115
ovõ,1,14
 er,5637,5988
fid,73,63
yus,13,6
íva,8,4
lex,162,280
 o ,1,2
ye-,1,2
icx,1,2
teé,8,1
fãs,1,17
"¿m,166,1
¡éc,6,1
ish,26,20
"ân,1,9
+al,2,2
bho,4,2
són,28,2
nès,2,1
zcl,151,1
pse,25,35
""@,2,1
962,5,6
e z,177,144
ore,3480,4597
m f,465,7550
ólv,20,23
ídm,6,1
ryn,1,3
sub,801,856
kat,120,91
ê g,1,918
t-f,1,5
uhm,1,3
220,5,4
upã,1,5
rog,703,737
«tu,2,1
luñ,31,1
llé,134,1
uru,42,72
sjo,3,3
él),4,1
pha,18,45
“fa,1,2
mêi,1,3
jà",1,2
00),4,3
cd ,24,19
rom,2281,1991
éu ,1,479
6-5,1,2
eol,65,77
»"h,10,1
ai",1,3
ok",2,2
bsu,84,76
(12,1,2
s-f,1,58
 b),2,2
dua,171,1322
orz,345,45
3 v,6,4
 dd,1,4
cce,150,1
aúl,50,5
ioz,1,10
iní,5,165
i:",1,2
'cá,1,2
adq,95,101
¿oh,5,1
ica,10312,14078
así,1977,30
mev,2,1
4:1,3,1
uz),1,2
rpí,3,1
'a ,1,4
úya,2,1
lhê,1,4
 wl,2,1
ksy,1,2
ía–,2,1
uky,2,1
 h4,2,2
emô,1,29
epá,45,3
r8 ,1,2
bay,34,19
gän,2,1
mís,28,26
cãs,1,5
po",5,6
 h-,1,2
562,2,3
heó,4,1
>"d,1,2
xiz,1,3
nho,42,16145
ibo,184,86
trl,4,2
o"s,2,1
) 3,1,2
ub-,2,3
616,2,2
24 ,33,31
olt,249,2779
 1 ,17,32
‎a ,1,2
x r,2,2
viõ,1,48
ōko,2,1
öku,2,3
idé,207,98
 's,1,5
 't,4,5
 aj,480,3699
ar”,1,6
en—,2,1
'ta,1,2
nő ,2,1
p -,1,2
ga;,4,4
¡ag,16,1
alç,1,278
943,3,3
icú,5,1
hãt,1,2
poc,3085,276
l d,7539,2653
laq,10,3
¡an,33,1
án",2,1
 sã,1,3
muf,6,11
páv,3,5
x b,1,2
dwe,1,3
aeh,1,2
nod,27,5
hev,15,6
 1/,1,4
efe,1188,1571
 ct,5,2
pop,268,421
xpi,23,29
vig,162,114
¡¡e,3,1
"bê,1,3
dée,2,1
eom,19,30
ahó,9,1
(26,3,4
árp,11,2
ás",6,1
019,8,11
 yl,1,3
”"a,1,4
 “ê,1,2
m u,66,5618
ñol,632,1
¿si,108,1
 qa,5,8
 á ,1,6
";",2,2
929,3,2
io:,8,17
_el,1,2
loq,134,344
rzn,1,2
 ró,5,10
waj,2,1
hu",2,1
múm,1,4
bál,6,10
 a7,5,6
ió-,2,1
íme,118,45
h-e,1,2
 ☭ ,2,1
aho,3333,3
yom,3,5
'¿y,3,1
o: ,343,361
nuf,8,2
adg,4,2
​ a,2,1
wto,23,29
ça:,1,17
áuc,1,4
tái,386,1
 uv,76,65
ogn,7,16
fug,175,335
zog,2,1
z “,1,2
/ ó,1,5
52-,2,2
à j,1,38
p /,2,1
"¿a,269,1
b p,24,22
"-y,2,1
"kr,2,1
lby,1,6
ceó,8,6
/ca,1,2
0 h,24,38
 n ,3,6
1 m,7,15
eaç,1,219
miõ,1,5
osr,1,2
¿ra,2,1
uto,3039,2374
dôm,1,6
"sí,326,1
f a,6,8
-pe,8,17
adâ,1,2
adl,102,2
oe",3,1
upõ,1,21
rim,3535,3993
oot,19,4
len,4133,1696
th:,1,2
xar,1,1210
ори,1,3
diê,1,28
ruk,3,5
itb,3,1
kud,3,1
iré,670,1
to:,35,32
npl,2,2
ia-,6,278
(do,1,8
neb,47,55
​ha,2,1
nvi,1796,1182
gko,3,3
 se,1,4
 jo,1655,5022
nuá,4,5
 tí,805,360
ugh,4,3
diq,31,25
rcé,30,4
spr,211,161
 ei,50,152
2cv,4,2
 ít,2,6
ird,2,14
ἀρι,1,2
íar,3,1
oop,62,46
“jo,2,1
za-,1,14
9: ,2,1
gcc,2,1
wri,8,4
v h,2,5
úre,25,3
six,3,1
onh,2,4976
(¨),1,2
016,8,24
ilg,12,3
nnl,2,1
mip,1,3
lik,10,5
— r,2,11
rpr,847,764
«ti,2,1
ês ,1,3
zíp,2,14
$ 4,1,4
v q,2,6
gír,6,9
 lí,495,1852
) d,11,27
5 l,11,5
pae,21,15
yrt,1,7
823,2,1
a ĝ,1,3
«vo,4,1
núb,2,6
un-,4,2
836,2,1
hár,7,1
sóf,18,10
sué,76,132
cam,5721,3998
nni,447,71
usq,71,17
754,1,2
'nã,1,9
xom,2,1
öhl,2,2
vga,5,1
<< ,1,2
τοτ,1,2
bo-,1,6
μ a,5,1
d -,3,1
o"i,2,2
l-m,6,4
 □ ,1,4
otc,3,3
ts ,49,27
-ot,1,3
yat,25,6
ogú,1,2
–si,2,1
: t,54,69
ynt,2,2
reb,398,320
ppc,2,2
nee,22,9
yot,36,26
(ch,2,3
bté,1,9
e;d,1,2
jab,280,21
cár,172,48
alz,187,29
– ó,1,2
úde,33,337
li”,1,7
óie,1,2
¿br,4,1
nrt,1,2
stõ,1,90
93%,2,1
50%,3,3
eee,7,1
nóx,2,2
ης",1,2
ssá,1,472
x c,3,3
ipú,2,1
¿él,98,1
aõ ,1,3
ns ,52,3210
¡ej,2,1
guê,1,472
fsi,2,1
m ê,1,10
ro ,1,5
dd ,1,3
dié,115,1
ь"",2,1
i 2,8,19
o)",1,2
mãs,1,185
я р,1,3
ecr,549,225
—añ,2,1
cpu,2,1
-a”,1,2
amõ,1,2
aón,88,1
rfa,82,35
–¡c,7,1
é-m,1,8
oax,2,4
aíq,2,1
fim,8,784
vín,17,33
val,1450,1781
9h0,1,6
838,1,2
bso,378,376
ayy,2,1
ĉia,1,2
íña,2,1
5 b,4,6
p t,4,4
jáb,7,1
812,2,1
n s,9352,115
fp ,2,1
urf,23,22
jsk,2,1
opé,35,31
jum,8,38
hin,879,711
yen,761,4
ins,1349,1760
ífa,1,3
bil,1413,986
34 ,3,4
l x,7,4
y –,2,1
z- ,2,1
dpe,1,2
s 0,4,6
bij,14,2
¿sp,2,1
ã n,1,101
z 8,1,5
mi”,1,2
112,3,1
/(l,2,1
onç,3,25
… b,2,1
uhy,2,1
z-f,1,2
¡la,94,1
- ",38,34
õ f,1,3
-há,1,2
455,2,3
s s,1,2
z-t,1,4
acm,3,2
ila,1644,938
ío-,2,1
ádu,1,3
ej ,2,2
lyn,15,14
jat,86,15
ubp,3,1
drõ,1,47
“ba,1,2
xek,2,1
–50,1,2
óvn,1,17
lpé,11,1
801,1,3
 ix,5,4
lsó,14,3
tsp,2,1
(br,1,2
dáf,11,3
"bé,6,1
 ab,1,3
scú,107,1
özi,1,2
xua,132,84
'';,1,3
 48,12,10
oái,2,1
eví,32,38
iéi,11,22
íez,2,1
púz,2,1
bxd,1,2
olú,10,13
a2 ,2,2
idõ,1,10
oei,1,135
xag,79,97
rdõ,1,6
lóm,109,6
017,4,6
r-l,2,331
«¿p,27,1
dre,4801,842
< l,1,4
 a",1,2
7 -,1,2
ând,1,182
ysl,4,2
997,7,4
ür ,1,2
çap,1,4
6 n,2,3
uax,1,6
)"",3,3
éru,3,1
rã;,1,2
ovê,1,16
adk,2,2
¿cr,344,1
çu ,1,4
9(g,1,2
—bu,2,1
sée,4,1
ths,2,9
¿er,219,1
óil,3,1
upu,204,28
ńsk,2,1
"uy,4,1
i “,1,2
ldt,2,2
sa),1,3
vid,5399,5638
osi,1936,503
luo,11,18
«cl,4,2
963,3,2
l's,2,1
 i+,2,1
(él,3,1
a-v,1,32
scá,72,39
esâ,1,3
mmm,8,4
¡nó,3,1
mól,9,4
аm ,1,2
sté,820,158
( ç,2,1
aok,29,17
ônz,1,4
awá,40,1
f i,3,4
 áf,92,109
kom,6,3
"da,181,157
báv,1,3
 00,13,4
sts,6,12
árn,15,9
hya,2,2
)/(,2,1
–re,3,1
quė,2,1
ava,1063,15037
e m,19035,18029
fo ,154,99
ª s,1,2
kvi,1,2
lõe,1,25
fij,154,4
stó,803,1093
"oh,59,83
¡¿q,10,1
“b”,1,2
00$,3,1
rév,4,14
«¿e,32,1
ndã,1,17
4/8,1,2
buf,36,5
¿ga,20,1
onz,174,145
raú,12,8
veg,239,309
"ji,21,11
às ,1,1854
arn,1148,593
hop,44,109
pay,63,3
qae,5,3
;"q,1,3
gna,209,114
“de,1,7
fín,22,1
 bg,1,2
sác,19,2
"- ,13,4
sez,27,13
noc,5451,221
é +,1,2
čer,2,1
íos,263,1
o t,17861,33156
x 3,3,3
igó,52,1
voq,37,17
"¡t,115,1
irn,158,2
 aɣ,2,1
ων ,1,2
¡¡n,4,1
xco,10,1
in:,1,3
 ¡i,11,1
₂ t,2,2
)"m,2,1
tâm,1,19
"¿v,104,1
l q,1879,667
s-ã,1,2
aus,1348,2210
nec,4185,1203
at”,1,2
²=1,2,1
«ta,3,1
eyr,2,1
 c3,2,2
 mc,11,13
s 1,140,179
nág,1,2
nsf,106,222
ha ,6855,14883
emb,1283,2914
ádm,15,2
444,1,2
163,3,4
ené,593,62
hál,3,7
mpe,2439,1422
;"a,1,3
njá,2,1
lbâ,1,12
ueq,12,2
 m-,2,1
‘bl,1,2
"zh,2,1
405,3,2
e:v,1,2
: 0,1,2
 “ŝ,1,2
voc,821,42295
e"m,2,1
 bi,5457,1642
egé,2,1
umu,56,56
¡uf,4,1
( ´,2,1
jo”,1,2
o's,2,3
 l',1,3
h p,18,15
kul,6,9
vav,34,559
çal,3,13
 id,2888,3483
«ve,8,1
sca,3636,2135
–¿m,2,1
«¿q,37,1
muj,1674,7
'go,2,2
ub',2,1
íñi,3,1
y n,2419,532
rúj,17,1
"-a,2,1
 «c,20,3
: v,17,69
ht",2,3
(´),1,2
ubc,6,4
ú n,199,2
idm,23,1
m-u,3,1
isq,31,67
pb),2,2
tap,176,149
afr,92,112
joo,1,9
79 ,1,4
xam,579,439
ídn,4,1
–28,1,2
​e ,1,2
ggl,2,1
""f,57,188
" m,11,15
ulã,1,2
rsá,11,520
ute,135,790
ífu,4,1
¡¡t,2,1
"«a,8,1
aol,6,13
sos,2559,1966
er',2,3
 st,89,99
ddy,3,5
 d ,4,4
iag,98,752
bób,1,21
kum,16,10
5 n,7,8
hym,1,3
cié,249,1
ôdi,1,2
mul,557,2200
820,3,2
hso,1,7
óad,1,3
lo(,2,1
ĝos,1,2
¡bi,37,1
uub,1,2
píl,25,17
íre,7,29
nc ,5,4
 ke,159,131
 3),2,1
ilá,31,32
-ya,3,1
bäu,1,4
557,2,2
anô,1,16
lvã,2,1
doá,1,36
hoy,2546,1
mra,2,1
 (c,14,35
ón),5,1
da-,3,616
pup,22,6
x13,2,3
e l,34786,6655
noi,38,2571
 22,29,33
¡ke,2,1
 pô,1,608
j f,9,4
n n,4030,249
voí,1,3
7º ,1,3
o-g,2,8
bua,1,29
150,19,25
ühw,1,2
odz,2,1
dij,3467,4
i-n,2,19
"«t,8,1
tig,1771,1403
"te,1077,839
à l,1,232
kgb,1,2
múr,1,8
oże,2,1
 ân,1,81
¿do,19,1
644,2,2
06:,1,2
ifó,35,36
ocd,3,1
āpō,2,1
 2 ,52,59
fe:,2,1
pim,90,100
ipí,12,12
k i,3,4
epa,1705,998
z á,2,7
dúb,1,2
bóv,4,1
opç,1,93
eva,4741,2595
sef,14,6
īnj,2,1
cê',1,3
"ré,1,3
ria,3915,24620
"é ,1,964
lô ,1,5
r-f,1,3
bol,2356,2164
s-o,1,2
xá ,1,8
diç,1,448
nio,836,691
'eq,2,1
tno,1,4
 b7,3,3
pól,19,44
ná ,25,6
ea;,5,3
véo,2,2
pd ,4,1
pa),1,3
rki,11,5
8o ,1,2
soi,190,85
" i,5,9
dím,16,3
ran,13879,14061
úme,740,739
“êh,1,2
jà ,1,2
m@t,2,1
u ê,1,3
fão,1,36
(mu,3,1
ège,1,2
reñ,39,1
eek,4,1
5 r,1,2
-do,3,49
"mí,5,1
-gü,2,1
<cu,1,2
irm,1114,2868
 '¿,3,1
adh,24,2
-z ,3,2
 (#,2,1
—en,4,2
uzs,3,1
każ,1,2
á-m,1,83
yaa,2,1
sõe,1,321
ipt,184,27
ápt,2,1
gns,1,2
rti,3048,3197
 (2,9,10
"49,2,1
"tô,1,2
 si,17772,5432
2-3,2,1
sáh,3,1
sho,98,206
toi,24,28
»su,3,1
jof,3,1
xic,199,138
nsé,730,1
o"e,3,6
dji,1,4
-ag,2,6
lla,19326,61
0 %,3,1
 do,7793,25964
gúr,60,5
tuv,3106,1
ana,10228,3716
11h,2,3
pfe,5,1
r f,3932,5948
yǔ ,2,1
nvá,7,7
za—,2,1
nob,107,136
ha/,2,1
ozz,2,1
ifo,189,73
a ó,41,166
¡hu,7,1
cói,2,15
ñés,3,1
hek,3,2
835,2,1
jém,12,1
çoa,1,99
omr,2,1
an ,18422,330
